,timestamp,r1_x,r1_y,r1_a,r2_x,r2_y,r2_a,r3_x,r3_y,r3_a,r4_x,r4_y,r4_a,r5_x,r5_y,r5_a
0,33.3667000333667,5105.8388671875,4017.8603515625,-74.3294790011504,3607.70458984375,2211.40283203125,-104.910886028695,4551.84765625,3659.8623046875,33.6240274914485,5353.541015625,3427.60693359375,-1.06417890429431,1828.63256835937,1895.31530761719,90.7014902529952
1,66.7334000667334,5105.8388671875,4017.8603515625,-74.4305794612449,3606.55859375,2207.51806640625,-106.320698545089,4577.556640625,3681.61303710938,32.0349805659505,5392.1748046875,3427.873046875,-3.88010240143731,1816.21166992188,1935.53442382813,84.5441361879312
2,100.1001001001,5107.5234375,4018.75244140625,-74.4204707812733,3605.40234375,2203.60546875,-105.621539891079,4597.0400390625,3697.35107421875,30.1064185971894,5431.85888671875,3427.0810546875,-7.45934521521931,1807.20336914063,1975.49499511719,80.4189000047294
3,133.466800133467,5107.5234375,4018.75244140625,-74.4204707812733,3603.09716796875,2195.79833984375,-104.9123340288,4608.3740234375,3709.17846679687,27.2743011484112,5468.84033203125,3425.30224609375,-9.51204074950346,1801.76513671875,2016.50903320312,76.3741780914638
4,166.833500166834,5108.4306640625,4018.734375,-74.4204707812733,3600.72998046875,2185.3642578125,-104.910243990913,4612.71435546875,3714.09741210937,25.7148511401341,5505.9580078125,3422.4501953125,-12.296305039183,1796.38818359375,2057.283203125,72.9324935800185
5,200.2002002002,5107.41943359375,4019.71826171875,-74.4204707812733,3597.23779296875,2172.30419921875,-104.914574330847,4610.837890625,3715.10546875,23.7843750108581,5544.1572265625,3418.54272460938,-16.8223290389183,1793.8583984375,2101.75146484375,68.4187698972048
6,233.566900233567,5107.41943359375,4019.71826171875,-74.4204707812733,3593.6455078125,2155.28442382812,-105.124684610095,4609.8515625,3716.12084960937,23.1301163129045,5579.9990234375,3411.49975585938,-20.5913332908634,1792.66577148438,2147.21801757812,67.388142162774
7,266.933600266934,5107.41943359375,4019.71826171875,-74.4204707812733,3587.9345703125,2139.55224609375,-104.414153691117,4608.07177734375,3715.14501953125,22.2175705963922,5615.2216796875,3402.39306640625,-24.6177485896062,1795.59838867188,2190.99365234375,65.8401617496607
8,300.3003003003,5108.30859375,4019.69970703125,-74.3104569243119,3583.19140625,2119.81176757812,-105.357512098523,4607.216796875,3714.15087890625,22.2175705963922,5648.58203125,3393.26586914062,-30.1274965609681,1802.1572265625,2237.02758789062,64.3245632634024
9,333.667000333667,5108.30859375,4019.69970703125,-74.3104569243119,3578.47607421875,2102.63623046875,-105.13180166721,4607.216796875,3714.15087890625,21.5629994172841,5682.32177734375,3382.048828125,-35.0318797435499,1808.47265625,2281.43334960937,62.5522179662433
10,367.033700367034,5108.30859375,4019.69970703125,-74.3104569243119,3573.7685546875,2085.43896484375,-105.35654904185,4607.216796875,3714.15087890625,21.5629994172841,5713.56201171875,3368.73876953125,-41.5411558905042,1817.73547363281,2324.18286132812,62.096104763659
11,400.400400400401,5108.30859375,4019.69970703125,-74.3104569243119,3569.11474609375,2070.86059570313,-105.357436966442,4607.216796875,3714.15087890625,21.5629994172841,5746.33251953125,3352.2568359375,-46.8089051369307,1828.44177246094,2369.20190429687,59.6539501353534
12,433.767100433767,5106.5302734375,4019.73681640625,-73.830895682307,3563.3447265625,2056.236328125,-105.361337004458,4607.216796875,3714.15087890625,21.5629994172841,5774.27392578125,3336.86376953125,-53.8272694336719,1841.64721679688,2410.03247070312,56.9536963186914
13,467.133800467134,5107.41943359375,4019.71826171875,-74.4204707812733,3559.73095703125,2041.55041503906,-105.36510043869,4606.291015625,3714.1689453125,21.3165542391989,5801.6806640625,3319.35302734375,-60.049814239269,1856.2646484375,2453.11083984375,52.5319821141869
14,500.500500500501,5108.30859375,4019.69970703125,-74.9191565529543,3555.06787109375,2028.19860839844,-105.368911684247,4606.291015625,3714.1689453125,22.2157742566405,5826.6748046875,3299.77978515625,-67.7487283396265,1872.958984375,2489.5517578125,46.999064433613
15,533.867200533867,5108.30859375,4019.69970703125,-74.9191565529543,3551.482421875,2014.80480957031,-104.648593104189,4606.291015625,3714.1689453125,21.3165542391989,5852.16943359375,3277.98266601562,-74.6972437068206,1891.8525390625,2526.97387695313,41.4494537707076
16,567.233900567234,5107.41943359375,4019.71826171875,-74.4204707812733,3549.01220703125,2002.72924804687,-105.367415872819,4606.291015625,3714.1689453125,21.3165542391989,5874.3193359375,3254.00341796875,-81.1076289598768,1912.37377929688,2561.6181640625,32.9383891969006
17,600.600600600601,5108.30859375,4019.69970703125,-75.0137205220131,3545.43774414062,1990.61804199219,-104.6512978591,4607.216796875,3714.15087890625,21.5629994172841,5894.1171875,3227.79833984375,-86.1750487579468,1936.09741210938,2597.22119140625,26.0687351938635
18,633.967300633967,5108.30859375,4019.69970703125,-74.9191565529543,3544.060546875,1979.82177734375,-105.362429834725,4607.216796875,3714.15087890625,21.5629994172841,5912.0908203125,3201.50537109375,-90.1514073078098,1961.71850585938,2632.58642578125,21.4591993249201
19,667.334000667334,5109.2158203125,4019.68139648438,-74.2070000489537,3540.5322265625,1969.06030273438,-106.315780808886,4607.216796875,3714.15087890625,21.3181303053499,5927.4755859375,3174.0263671875,-92.7224954170777,1989.91918945313,2665.23876953125,16.7836974889727
20,700.700700700701,5107.41943359375,4019.71826171875,-74.3192610381521,3537.20434570312,1965.09497070313,-109.157720069691,4606.41455078125,3713.107421875,18.4497906558558,5942.3544921875,3144.19604492187,-95.2807222801385,2019.46118164062,2694.0322265625,13.7573311677465
