1,72.60344827586206,1661352128458
1,73.06896551724138,1661352128505
1,73.15517241379311,1661352128555
1,73.13793103448276,1661352128617
1,73.15517241379311,1661352128662
1,73.24137931034483,1661352128710
1,72.87931034482759,1661352128764
1,73.79310344827586,1661352128811
1,75.56896551724138,1661352128859
1,78.89655172413794,1661352128897
1,133.89655172413794,1661352128960
1,137.24137931034483,1661352129009
1,129.25862068965517,1661352129241
1,118.05172413793103,1661352129305
1,115.36206896551724,1661352129352
1,56.8448275862069,1661352129399
1,115.72413793103448,1661352129447
1,115.46551724137932,1661352129495
1,116.17241379310344,1661352129543
1,115.29310344827586,1661352129590
1,116.15517241379311,1661352129638
1,116.1896551724138,1661352129685
1,116.62068965517241,1661352129734
1,123.79310344827586,1661352129782
1,120.29310344827586,1661352129830
1,119.86206896551724,1661352129882
1,106.94827586206897,1661352129942
1,102.63793103448276,1661352129985
1,99.60344827586206,1661352130038
1,95.46551724137932,1661352130088
1,93.58620689655173,1661352130137
2,66.55172413793103,1661352130137
1,86.15517241379311,1661352130185
1,70.20689655172414,1661352130233
1,65.84482758620689,1661352130280
2,65.43103448275862,1661352130280
1,63.03448275862069,1661352130328
2,56.8448275862069,1661352130328
3,56.87931034482759,1661352130328
1,56.41379310344828,1661352130375
1,62.48275862068966,1661352130424
1,56.56896551724138,1661352130471
1,56.10344827586207,1661352130519
1,36.6551724137931,1661352130568
1,45.44827586206897,1661352130616
3,56.172413793103445,1661352130616
2,56.55172413793103,1661352130666
1,110.77586206896552,1661352130865
3,130.58620689655172,1661352130865
1,110.51724137931035,1661352130912
1,110.51724137931035,1661352130959
1,110.62068965517241,1661352131022
3,132.5344827586207,1661352131022
1,110.6896551724138,1661352131069
1,110.6896551724138,1661352131118
1,110.70689655172414,1661352131164
1,110.6896551724138,1661352131214
1,110.06896551724138,1661352131262
1,108.82758620689656,1661352131311
1,107.56896551724138,1661352131358
1,106.84482758620689,1661352131405
2,315.0,1661352131405
1,106.22413793103448,1661352131453
2,59.51724137931034,1661352131453
1,105.77586206896552,1661352131500
2,304.8965517241379,1661352131500
1,105.5,1661352131549
2,299.2586206896552,1661352131549
1,105.41379310344827,1661352131613
2,294.67241379310343,1661352131613
1,104.98275862068965,1661352131660
2,290.37931034482756,1661352131660
1,103.87931034482759,1661352131707
2,283.2241379310345,1661352131707
1,66.70689655172414,1661352131755
2,271.7413793103448,1661352131755
1,100.67241379310344,1661352131802
2,61.48275862068966,1661352131802
1,98.60344827586206,1661352131851
2,258.2931034482759,1661352131851
1,96.29310344827586,1661352131899
2,250.51724137931035,1661352131899
1,92.87931034482759,1661352131948
2,256.4310344827586,1661352131948
1,89.46551724137932,1661352131997
2,238.1551724137931,1661352131997
1,87.13793103448276,1661352132047
2,234.01724137931035,1661352132047
2,62.189655172413794,1661352132097
1,150.67241379310346,1661352132297
1,152.63793103448276,1661352132344
2,113.56896551724138,1661352132344
1,56.43103448275862,1661352132392
2,112.67241379310344,1661352132392
2,113.65517241379311,1661352132439
2,87.48275862068965,1661352132487
1,65.15517241379311,1661352132535
2,114.82758620689656,1661352132535
1,66.13793103448276,1661352132584
2,65.43103448275862,1661352132584
3,89.34482758620689,1661352132584
1,70.56896551724138,1661352132630
2,66.27586206896552,1661352132630
3,89.06896551724138,1661352132630
1,79.24137931034483,1661352132678
2,66.84482758620689,1661352132678
3,89.70689655172414,1661352132678
1,56.689655172413794,1661352132742
2,66.55172413793103,1661352132742
3,89.89655172413794,1661352132742
4,210.3448275862069,1661352132742
1,82.55172413793103,1661352132791
2,65.56896551724138,1661352132791
3,89.98275862068965,1661352132791
1,82.65517241379311,1661352132841
2,65.56896551724138,1661352132841
3,91.05172413793103,1661352132841
1,74.77586206896552,1661352132889
2,65.56896551724138,1661352132889
3,92.46551724137932,1661352132889
1,85.15517241379311,1661352132936
2,65.56896551724138,1661352132936
3,94.53448275862068,1661352132936
1,85.44827586206897,1661352132980
2,66.0,1661352132980
3,96.05172413793103,1661352132980
1,228.29310344827587,1661352133028
2,65.98275862068965,1661352133028
