3,181.36206896551724,1661353452476
2,56.689655172413794,1661353452607
3,195.91379310344828,1661353452607
2,56.689655172413794,1661353452670
2,56.689655172413794,1661353452717
1,42.8448275862069,1661353452915
2,56.689655172413794,1661353452915
1,56.58620689655172,1661353453063
2,177.36206896551724,1661353453110
3,178.77586206896552,1661353453110
4,65.96551724137932,1661353453247
2,165.0,1661353453587
3,166.77586206896552,1661353453587
2,106.37931034482759,1661353453648
2,100.27586206896552,1661353453692
1,62.06896551724138,1661353453883
2,56.55172413793103,1661353453883
2,88.82758620689656,1661353454089
3,127.79310344827586,1661353454089
2,56.55172413793103,1661353454379
2,71.17241379310344,1661353454570
3,83.53448275862068,1661353454570
2,56.55172413793103,1661353454618
2,49.60344827586207,1661353454682
1,67.0,1661353454977
1,56.56896551724138,1661353455025
5,98.62068965517241,1661353455025
2,0.0,1661353455065
2,267.2068965517241,1661353455114
2,60.62068965517241,1661353455162
1,96.01724137931035,1661353455369
2,20.620689655172413,1661353455369
2,19.017241379310345,1661353455560
2,20.310344827586206,1661353455607
2,29.17241379310345,1661353455654
3,71.67241379310344,1661353455701
3,71.67241379310344,1661353455748
1,75.75862068965517,1661353455860
2,33.08620689655172,1661353455860
1,79.72413793103448,1661353455896
3,67.94827586206897,1661353455896
1,100.91379310344827,1661353455958
1,82.41379310344827,1661353456001
5,59.51724137931034,1661353456001
2,30.74137931034483,1661353456050
3,50.258620689655174,1661353456050
2,29.96551724137931,1661353456097
2,15.172413793103448,1661353456144
5,15.793103448275861,1661353456144
5,29.379310344827587,1661353456238
5,29.896551724137932,1661353456300
1,56.43103448275862,1661353456349
2,30.482758620689655,1661353456349
1,43.258620689655174,1661353456493
5,30.413793103448278,1661353456493
2,32.05172413793103,1661353456541
2,32.03448275862069,1661353456588
2,14.586206896551724,1661353456631
5,14.551724137931034,1661353456631
3,68.22413793103448,1661353456694
3,66.82758620689656,1661353456741
5,30.413793103448278,1661353456741
5,31.189655172413794,1661353456789
1,54.58620689655172,1661353456837
2,32.05172413793103,1661353456837
1,49.96551724137931,1661353456885
3,65.84482758620689,1661353456885
1,57.98275862068966,1661353456933
1,3.689655172413793,1661353456983
5,36.10344827586207,1661353456983
2,37.56896551724138,1661353457036
3,56.46551724137931,1661353457036
