,timestamp,r1_x,r1_y,r1_a,r2_x,r2_y,r2_a,r3_x,r3_y,r3_a,r4_x,r4_y,r4_a,r5_x,r5_y,r5_a
0,1661351594599.37,3246.4072265625,3247.69921875,-34.806463010372,4825.1259765625,1797.95251464844,153.906291813298,5520.30615234375,3124.03759765625,168.678174157717,6119.07275390625,1475.16467285156,-14.4565171425132,717.410583496094,3540.16455078125,-24.0047305738611
1,1661351594632.73,3246.4072265625,3247.69921875,-34.4125830764103,4825.1259765625,1797.95251464844,153.046630543982,5521.478515625,3122.8857421875,167.919449423955,6119.07275390625,1475.16467285156,-13.5624035452499,740.33349609375,3530.52075195313,-25.3072305731096
2,1661351594666.1,3245.4267578125,3247.7001953125,-34.0294231243509,4825.1259765625,1797.95251464844,153.046630543982,5521.478515625,3122.8857421875,167.919449423955,6119.07275390625,1475.16467285156,-13.5624035452499,762.608154296875,3521.95166015625,-25.016544552223
3,1661351594699.47,3245.4267578125,3247.7001953125,-34.4155951898342,4825.1259765625,1797.95251464844,153.046630543982,5521.478515625,3122.8857421875,167.919449423955,6119.07275390625,1475.16467285156,-13.5624035452499,782.412658691406,3511.2333984375,-25.4692648583371
4,1661351594732.83,3246.4072265625,3247.69921875,-34.806463010372,4825.1259765625,1797.95251464844,153.046630543982,5521.478515625,3122.8857421875,167.919449423955,6119.07275390625,1475.16467285156,-13.5624035452499,801.806213378906,3502.68115234375,-25.0216381657965
5,1661351594766.2,3246.4072265625,3247.69921875,-34.806463010372,4825.1259765625,1797.95251464844,153.046630543982,5521.478515625,3122.8857421875,167.919449423955,6119.9306640625,1476.61303710938,-14.6432374389485,819.536254882813,3495.13134765625,-25.0179020523205
6,1661351594799.57,3246.4072265625,3247.69921875,-34.806463010372,4825.1259765625,1797.95251464844,153.046630543982,5521.478515625,3122.8857421875,167.919449423955,6119.07275390625,1475.16467285156,-13.5624035452499,834.080200195313,3486.52197265625,-24.5582354438206
7,1661351594832.93,3246.4072265625,3247.69921875,-34.806463010372,4825.1259765625,1797.95251464844,153.046630543982,5521.478515625,3122.8857421875,167.919449423955,6119.07275390625,1475.16467285156,-13.5624035452499,852.12548828125,3480.0888671875,-23.5362257005751
8,1661351594866.3,3246.4072265625,3247.69921875,-34.806463010372,4825.1259765625,1797.95251464844,153.046630543982,5521.478515625,3122.8857421875,167.919449423955,6119.07275390625,1475.16467285156,-14.4565171425132,868.455932617188,3474.66674804688,-24.5533364906384
9,1661351594899.67,3248.31689453125,3245.46923828125,-35.059685443661,4825.1259765625,1797.95251464844,153.046630543982,5516.35302734375,3124.0400390625,168.812701563609,6119.07275390625,1475.16467285156,-13.5624035452499,883.335327148438,3467.08618164062,-24.5532647736521
10,1661351594933.03,3253.11962890625,3241.00537109375,-35.4577420383002,4825.1259765625,1797.95251464844,153.046630543982,5507.05615234375,3126.31005859375,169.442472325841,6119.07275390625,1475.16467285156,-13.5624035452499,897.492431640625,3460.63720703125,-23.806306748283
11,1661351594966.4,3261.87329101562,3235.4404296875,-35.4603340950902,4825.1259765625,1797.95251464844,153.906291813298,5492.99755859375,3127.46875,169.569008410405,6119.07275390625,1475.16467285156,-14.4565171425132,908.984375,3455.24438476563,-23.5380835120293
12,1661351594999.77,3271.53491210937,3227.59106445312,-35.8611705767216,4825.1259765625,1797.95251464844,153.046630543982,5476.60302734375,3130.8916015625,170.448955341556,6119.07275390625,1475.16467285156,-14.4565171425132,921.463500976562,3449.8056640625,-23.0533671847483
13,1661351595033.13,3282.162109375,3217.53515625,-34.8186002565271,4826.22265625,1797.95434570313,153.906291813298,5456.41796875,3133.166015625,170.333088012476,6119.07275390625,1475.16467285156,-14.4565171425132,932.238891601562,3445.46630859375,-23.0528361375404
14,1661351595066.5,3295.79174804687,3208.56005859375,-35.2149185680225,4824.0283203125,1797.95068359375,154.251831083409,5434.7294921875,3138.84912109375,171.883295067258,6119.07275390625,1475.16467285156,-14.4565171425132,943.270874023438,3442.22631835937,-23.3218619210215
15,1661351595099.87,3310.34497070313,3195.0771484375,-34.8229647474067,4818.2353515625,1800.74340820313,153.905335586814,5409.4521484375,3142.23583984375,171.211532302009,6119.07275390625,1475.16467285156,-14.4565171425132,951.12109375,3437.88525390625,-22.2979277719774
16,1661351595133.23,3326.95922851562,3183.81494140625,-35.8696809924274,4809.15380859375,1803.52954101562,154.25017817763,5381.19140625,3145.658203125,171.882844274773,6119.07275390625,1475.16467285156,-14.4565171425132,959.951171875,3433.53955078125,-22.2990820739472
17,1661351595166.6,3344.58154296875,3171.4248046875,-35.2227971912301,4799.80859375,1809.11401367188,154.782564102676,5351.8037109375,3150.18994140625,171.980857489363,6119.07275390625,1475.16467285156,-14.4565171425132,968.059448242187,3430.296875,-22.0456752255505
18,1661351595199.97,3363.18115234375,3156.70361328125,-35.8695238980765,4787.16455078125,1814.68811035156,155.121027296807,5322.28125,3155.86352539062,172.928942387674,6119.07275390625,1475.16467285156,-14.4565171425132,975.43017578125,3428.11840820312,-22.0444509141418
19,1661351595233.33,3382.8310546875,3141.98974609375,-35.8730107096478,4773.181640625,1823.09497070313,157.227553259487,5291.93701171875,3160.38916015625,173.617152248444,6119.07275390625,1475.16467285156,-14.4565171425132,984.770751953125,3425.93701171875,-22.2973762342019
20,1661351595266.7,3405.4990234375,3126.080078125,-36.2794206256419,4757.1435546875,1830.02514648438,156.649432387759,5264.90234375,3162.65869140625,173.616879040878,6119.07275390625,1475.16467285156,-14.4565171425132,989.916748046875,3422.65283203125,-22.5572154132494
